Q7_1,Q8,Q10,Q29,Q6,,
7,"Homework (on paper),Exams (in-class)",,"Professor Usatine was the best math professor I’ve had. He was clear, very receptive to students needs, and just seemed that he was rooting for us in everything he did. He made it so the assignments you did the best in counted for more of your overall grade (even if that was the hw assignments), he made it so the tests had a very long time limit, he was ~always~ encouraging of questions, and during corona he made it very clear that he would not make the test harder now that the test would be take home. Highly recommend taking a class with Usatine, first math class I’ve enjoyed at Brown!",1,1,1
7,"Readings,Reading responses/Canvas posts/etc.,Papers",,Professor Brennan is great! ,1,1,1
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)","Not reccommended to concentrators, it goes pretty deep into theory and is heavy on readings- important if you are pursueing anth to understand where the field  began and how it is evolving, but for non-concentrators it likely won't be worthwhile.",,1,FALSE,1
7,"Readings,Homework (on paper),Quizzes,Exams (in-class),Labs",,The professor is incredible and very dedicated. He expects a lot from the students. Help is there of you need it but it is up to you to go find it. ,1,1,1
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)","Fun course, not too rigorous, kinda sloppy math-wise","Not the best, slow and sometimes confusing, but definitely passionate about “beautiful algorithms”!!",2-Jan,FALSE,0
7,"Readings,Homework (online),Projects (individual)","Though it’s the next course in the sequence, in many ways, cs16 is very different from cs15, so even if you didn’t enjoy cs15 that much, still try shopping it! ",Slides were great! ,2-Jan,FALSE,0
7,"Projects (individual),Projects (group)","It uses Forge, so you are learning a completely new language",Wrote on board and did live coding. I didn't find the live coding was effective because it was kind of hard to follow.,2-Jan,FALSE,0
7,"Readings,Quizzes,Exams (in-class),Labs",Office hours is key. Exams are very hard.,"Quizzes were effective, GPS wasn’t ",2-Jan,FALSE,0
7,"Homework (on paper),Labs,Projects (individual),Projects (group)",The material is conceptually harder to understand but projects are not coding intensive. ,"Professor was passionate about material and very responsive to student needs (answering Piazza, offering hours to help on final projects).",2-Jan,FALSE,0
7,"Readings,Homework (on paper),Exams (take-home)",,Prof. Jevicki is nice and patient,2-Jan,1,1
7,"Homework (online),Quizzes,Exams (in-class),Exams (take-home),Labs",,Constantly engaging with the class and making sure we were all with him every step of the way during lecture. ,2-Jan,1,1
7,"Homework (online),Quizzes,Exams (take-home),Labs,Projects (group)",Don't do your assignments last minute.,Instructor was very responsive to questions and efficient.,4-Jan,FALSE,0
7,"Homework (on paper),Exams (in-class)","be warry, triple-check if you really need this for a requirement, there are other intermediate courses","He joked around a lot, which was charming and made me take the class
I then learned I would have rather taken Linear Algebra over this",4-Jan,FALSE,0
7,"Homework (online),Exams (in-class),Projects (individual),Projects (group)","Background in Python, Statistical Inference, and Probability is helpful",Very receptive to student questions. Lecture style and material sometimes felt dull,4-Jan,FALSE,0
7,"Homework (online),Labs",,Effective!,4-Jan,1,1
7,"Homework (online),Exams (in-class),Exams (take-home)",Very proof heavy. Graded by undergrads on a strict rubric that what often not made clear,Extremely passionate and often hilarious. Had a tendency to go off track sometimes ,4-Mar,FALSE,0
7,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group)",N/A,N/A,4-Mar,FALSE,0
7,"Readings,Homework (on paper),Exams (in-class)","Keep up with the lectures and you shouldn't have to do much work outside of the problem sets to study. This course's curve is generally really good, so as long as you follow along, you're fine. ","Professor Vohra's lecture style is extremely focused and direct, though occasionally on the drier side. Oddly enough, once we started Zoom lectures, student participation actually went up, though I think this might have been because he prepared pre-lecture videos and began asking for more participation from those who were able to attend the lectures themselves as well. I honestly rather prefer the latter way of teaching, though having to go to both lecture and listen to out-of-class videos did add significantly to my weekly workload. Nevertheless, overall I found Professor Vohra an engaging teacher who explained grading expectations and course concepts very straightforwardly. He didn't sugarcoat anything, but if anything, I found that was for the best. ",4-Mar,FALSE,0
